aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
94,0.8,25,61,136,71,良,266,16,2015-04-23
98,0.6,29,53,146,51,良,275,10,2015-04-24
108,0.9,29,90,167,76,轻度污染,268,20,2015-04-25
81,0.7,16,89,107,60,良,147,12,2015-04-26
104,0.9,22,139,129,78,轻度污染,275,21,2015-04-27
74,0.7,24,112,81,54,良,167,10,2015-04-28
102,0.8,30,121,103,77,轻度污染,279,11,2015-04-29
145,0.9,29,196,145,111,轻度污染,335,17,2015-04-30
95,0.7,21,149,107,71,良,270,13,2015-05-01
65,0.7,14,103,59,47,良,192,6,2015-05-02
75,0.5,19,98,89,55,良,205,5,2015-05-03
55,0.4,11,99,60,21,良,86,4,2015-05-04
86,0.7,23,115,122,59,良,226,11,2015-05-05
101,0.6,20,66,152,44,轻度污染,271,8,2015-05-06
73,0.8,21,112,96,44,良,144,7,2015-05-07
111,0.8,18,120,111,84,轻度污染,344,15,2015-05-08
42,0.5,13,83,28,19,优,46,6,2015-05-09
40,0.6,22,56,40,26,优,22,7,2015-05-10
58,0.9,20,63,38,41,良,202,6,2015-05-11
59,0.6,20,111,53,27,良,116,8,2015-05-12
80,0.7,25,136,107,49,良,200,16,2015-05-13
71,0.5,17,104,91,28,良,177,5,2015-05-14
68,0.8,33,95,86,43,良,212,12,2015-05-15
81,0.7,22,137,99,52,良,221,13,2015-05-16
94,0.7,13,142,128,70,良,250,10,2015-05-17
61,0.6,18,105,72,37,良,120,4,2015-05-18
62,0.4,14,94,73,22,良,152,4,2015-05-19
64,0.7,31,117,46,21,良,159,8,2015-05-20
67,1.2,40,120,76,39,良,170,29,2015-05-21
111,1.4,44,172,86,54,轻度污染,317,32,2015-05-22
143,1.6,50,207,115,81,轻度污染,339,31,2015-05-23
147,1.8,42,212,108,74,轻度污染,331,34,2015-05-24
137,1.6,39,201,114,73,轻度污染,300,28,2015-05-25
146,1.6,35,211,116,74,轻度污染,319,24,2015-05-26
156,1.7,36,221,124,85,中度污染,325,26,2015-05-27
123,1.5,42,185,107,68,轻度污染,310,25,2015-05-28
81,1.8,49,112,86,60,良,276,10,2015-05-29
76,1.7,47,107,81,56,良,257,14,2015-05-30
105,1.5,29,166,117,64,轻度污染,274,22,2015-05-31
104,1.5,24,160,122,79,轻度污染,251,10,2015-06-01
65,1.6,25,116,81,45,良,216,11,2015-06-02
82,1.1,41,138,67,30,良,307,16,2015-06-03
69,1.5,52,86,87,50,良,228,24,2015-06-04
97,1.7,41,156,74,51,良,290,19,2015-06-05
105,1.7,31,166,93,57,轻度污染,289,19,2015-06-06
84,1.3,32,141,65,38,良,265,12,2015-06-07
93,1.4,41,152,51,28,良,315,14,2015-06-08
156,1.4,41,221,106,58,中度污染,350,31,2015-06-09
95,2.3,36,149,106,71,良,275,17,2015-06-10
63,1.1,29,116,45,30,良,164,9,2015-06-11
66,1,37,119,42,20,良,181,11,2015-06-12
77,1.8,41,132,60,31,良,242,16,2015-06-13
98,1.7,34,158,60,38,良,287,11,2015-06-14
107,1.9,40,168,93,65,轻度污染,295,23,2015-06-15
138,1.3,41,202,121,76,轻度污染,339,23,2015-06-16
139,1.7,44,183,185,106,轻度污染,330,22,2015-06-17
83,1.9,28,139,91,52,良,270,22,2015-06-18
65,1.4,37,96,80,38,良,184,19,2015-06-19
94,1.2,34,153,63,46,良,307,11,2015-06-20
114,1.2,39,175,94,57,轻度污染,330,23,2015-06-21
137,1.5,41,201,154,94,轻度污染,342,20,2015-06-22
175,1.5,38,206,181,132,中度污染,361,14,2015-06-23
121,1.1,29,160,121,91,轻度污染,352,14,2015-06-24
125,1.1,35,141,127,95,轻度污染,359,14,2015-06-25
105,1.2,34,107,97,79,轻度污染,331,10,2015-06-26
69,0.6,18,79,73,51,良,259,5,2015-06-27
112,0.8,18,99,108,85,轻度污染,326,4,2015-06-28
87,0.8,17,79,81,64,良,313,5,2015-06-29
32,0.6,16,55,32,21,优,32,6,2015-06-30
55,0.5,17,74,59,34,良,175,6,2015-07-01
47,0.4,18,93,40,14,优,113,5,2015-07-02
46,0.6,13,77,46,19,优,116,9,2015-07-03
47,0.5,19,64,47,21,优,102,8,2015-07-04
56,0.6,19,93,59,40,良,162,9,2015-07-05
62,0.6,16,101,64,45,良,179,8,2015-07-06
66,0.6,19,112,73,48,良,183,9,2015-07-07
71,0.5,17,120,75,52,良,181,6,2015-07-08
58,0.5,19,107,66,35,良,134,7,2015-07-09
80,0.5,13,136,67,32,良,249,7,2015-07-10
110,0.7,19,134,155,83,轻度污染,332,8,2015-07-11
120,0.7,17,164,154,91,轻度污染,335,6,2015-07-12
107,0.7,23,168,114,54,轻度污染,278,8,2015-07-13
114,0.9,25,175,113,39,轻度污染,288,12,2015-07-14
97,1,34,140,143,57,良,287,10,2015-07-15
67,0.7,13,96,84,39,良,201,7,2015-07-16
51,0.5,14,83,51,24,良,114,7,2015-07-17
52,0.6,15,98,54,30,良,115,6,2015-07-18
80,0.8,18,114,88,59,良,271,5,2015-07-19
63,0.6,16,93,69,45,良,151,7,2015-07-20
85,0.7,18,101,102,63,良,283,5,2015-07-21
62,0.8,21,114,72,43,良,171,6,2015-07-22
77,0.8,23,109,95,56,良,274,5,2015-07-23
88,0.9,22,114,96,65,良,290,6,2015-07-24
97,0.9,22,156,103,60,良,298,6,2015-07-25
110,0.9,16,148,144,83,轻度污染,314,6,2015-07-26
122,0.9,17,136,164,92,轻度污染,339,7,2015-07-27
84,1.1,15,133,112,62,良,288,6,2015-07-28
97,0.8,16,106,122,72,良,316,5,2015-07-29
71,0.7,13,125,51,24,良,247,7,2015-07-30
69,0.9,16,122,53,25,良,261,8,2015-07-31
70,0.8,19,123,64,34,良,227,10,2015-08-01
71,0.9,17,85,92,50,良,246,5,2015-08-02
59,0.9,25,60,68,41,良,194,5,2015-08-03
80,0.6,22,135,61,19,良,278,8,2015-08-04
85,0.8,17,142,110,58,良,280,8,2015-08-05
73,0.6,15,127,89,50,良,234,11,2015-08-06
63,0.7,21,111,76,42,良,208,10,2015-08-07
99,0.7,23,158,91,44,良,339,9,2015-08-08
122,1,33,175,169,92,轻度污染,354,9,2015-08-09
149,1.2,34,181,198,114,轻度污染,362,9,2015-08-10
120,1.2,27,138,133,91,轻度污染,350,11,2015-08-11
98,1.1,28,132,129,73,良,297,16,2015-08-12
87,0.8,22,124,118,64,良,245,13,2015-08-13
78,0.8,30,110,106,52,良,236,11,2015-08-14
93,1.1,47,140,136,59,良,296,15,2015-08-15
91,1,32,141,132,63,良,267,17,2015-08-16
97,1,22,130,129,72,良,251,14,2015-08-17
90,1.1,35,99,124,67,良,279,15,2015-08-18
75,1.2,36,90,99,53,良,280,11,2015-08-19
103,1.3,32,138,131,77,轻度污染,345,14,2015-08-20
62,0.9,29,111,73,32,良,171,14,2015-08-21
83,1.1,32,139,100,41,良,257,17,2015-08-22
60,1.8,31,84,69,34,良,139,23,2015-08-23
54,1.4,23,87,57,29,良,126,14,2015-08-24
51,1.1,21,90,51,22,良,93,10,2015-08-25
54,1.1,20,87,57,31,良,101,10,2015-08-26
53,1,18,62,56,30,良,105,10,2015-08-27
52,0.7,18,73,54,32,良,104,6,2015-08-28
44,0.8,16,69,44,24,优,82,7,2015-08-29
47,1.1,16,46,47,26,优,90,11,2015-08-30
45,1.2,18,35,45,31,优,78,7,2015-08-31
28,1,13,33,24,19,优,20,5,2015-09-01
36,0.6,16,54,36,16,优,55,5,2015-09-02
50,0.7,16,68,50,26,优,141,6,2015-09-03
62,0.8,12,56,53,44,良,226,5,2015-09-04
30,0.9,16,43,28,21,优,21,5,2015-09-05
45,0.8,20,53,45,21,优,94,9,2015-09-06
60,0.8,26,74,69,33,良,174,9,2015-09-07
62,0.7,30,88,74,40,良,165,13,2015-09-08
71,1.2,34,47,92,42,良,217,18,2015-09-09
42,0.8,21,29,42,15,优,92,13,2015-09-10
27,0.4,15,42,27,13,优,9,5,2015-09-11
32,0.4,15,63,27,10,优,23,6,2015-09-12
60,0.7,24,92,69,30,良,177,14,2015-09-13
74,0.6,27,128,93,48,良,233,17,2015-09-14
104,0.9,40,139,124,78,轻度污染,326,16,2015-09-15
105,1,36,144,119,79,轻度污染,328,17,2015-09-16
90,1,31,126,106,67,良,262,16,2015-09-17
112,1,39,102,137,84,轻度污染,318,15,2015-09-18
70,1.3,30,85,90,50,良,207,18,2015-09-19
56,0.7,25,100,62,35,良,144,17,2015-09-20
75,0.7,27,130,90,43,良,201,25,2015-09-21
118,0.9,21,115,122,89,轻度污染,342,16,2015-09-22
117,1,28,94,128,88,轻度污染,348,10,2015-09-23
147,0.9,26,94,143,112,轻度污染,347,11,2015-09-24
50,0.6,22,79,50,21,优,133,6,2015-09-25
64,0.7,35,97,77,35,良,210,16,2015-09-26
84,1,35,131,112,62,良,266,28,2015-09-27
49,0.9,20,85,45,34,优,107,11,2015-09-28
48,1.4,28,22,48,27,优,127,15,2015-09-29
62,1.7,32,12,60,44,良,234,16,2015-09-30
38,0.5,18,59,38,18,优,50,6,2015-10-01
71,0.7,26,79,92,37,良,181,15,2015-10-02
61,0.6,24,75,71,20,良,148,11,2015-10-03
99,0.9,33,135,139,74,良,288,21,2015-10-04
219,1.1,36,133,248,169,重度污染,358,24,2015-10-05
132,0.8,31,118,162,100,轻度污染,332,15,2015-10-06
119,0.8,29,88,135,90,轻度污染,344,15,2015-10-07
51,0.5,17,52,51,14,良,165,6,2015-10-08
61,0.7,21,50,72,28,良,210,11,2015-10-09
37,0.4,13,46,37,9,优,70,5,2015-10-10
50,0.5,21,62,50,16,优,127,7,2015-10-11
58,0.7,32,58,66,26,良,113,10,2015-10-12
86,0.9,45,59,122,57,良,199,20,2015-10-13
143,1.2,64,71,175,109,轻度污染,311,29,2015-10-14
119,1.4,71,134,137,90,轻度污染,249,26,2015-10-15
169,1.6,67,163,180,128,中度污染,322,32,2015-10-16
212,1.8,66,156,240,162,重度污染,353,44,2015-10-17
84,1.1,29,49,102,62,良,196,18,2015-10-18
73,1.4,57,60,95,43,良,118,23,2015-10-19
65,1.7,48,40,79,41,良,90,18,2015-10-20
57,1.5,45,41,64,34,良,74,23,2015-10-21
70,2.2,56,13,41,31,良,140,18,2015-10-22
65,1.7,52,46,67,47,良,93,14,2015-10-23
67,1.2,44,59,83,36,良,128,12,2015-10-24
61,0.7,48,36,72,21,良,136,13,2015-10-25
58,1.1,46,39,60,36,良,122,11,2015-10-26
72,1,48,55,94,30,良,264,16,2015-10-27
62,1,49,57,71,27,良,161,14,2015-10-28
51,0.6,38,58,51,18,良,114,9,2015-10-29
59,0.9,46,52,68,24,良,197,13,2015-10-30
100,1.6,72,40,140,75,良,323,35,2015-10-31
198,2.3,84,35,223,148,中度污染,357,56,2015-11-01
172,2.2,85,47,198,130,中度污染,340,43,2015-11-02
144,1.7,75,97,161,110,轻度污染,319,49,2015-11-03
156,1.8,88,96,180,119,中度污染,329,48,2015-11-04
103,1.6,53,34,134,77,轻度污染,273,28,2015-11-05
36,1.1,28,39,36,17,优,51,10,2015-11-06
35,1,28,41,34,23,优,34,8,2015-11-07
92,1.5,43,35,89,68,良,271,13,2015-11-08
118,1.8,42,31,122,89,轻度污染,302,15,2015-11-09
129,1.6,47,36,138,98,轻度污染,310,18,2015-11-10
134,2.5,62,12,151,102,轻度污染,299,30,2015-11-11
160,3.6,75,8,188,122,中度污染,321,47,2015-11-12
159,3.4,70,20,172,121,中度污染,331,38,2015-11-13
189,3.2,66,42,188,142,中度污染,346,46,2015-11-14
168,2.2,53,37,220,127,中度污染,340,35,2015-11-15
60,1.1,41,37,69,28,良,162,32,2015-11-16
76,1.3,45,27,102,49,良,278,32,2015-11-17
57,1.2,45,29,62,30,良,202,28,2015-11-18
64,1.1,44,18,73,46,良,183,21,2015-11-19
50,1,34,26,45,35,优,68,11,2015-11-20
52,1.3,32,36,46,36,良,97,20,2015-11-21
46,1.5,35,37,42,32,优,95,31,2015-11-22
48,1.6,38,44,38,27,优,156,32,2015-11-23
64,2,51,28,54,32,良,292,50,2015-11-24
84,2,46,38,93,62,良,313,38,2015-11-25
49,1,36,52,49,24,优,121,21,2015-11-26
145,2,73,37,157,111,轻度污染,342,60,2015-11-27
199,3,86,13,214,149,中度污染,341,70,2015-11-28
246,4,96,19,293,196,重度污染,340,71,2015-11-29
345,5.5,118,35,433,295,严重污染,356,83,2015-11-30
227,3.9,71,6,261,177,重度污染,340,58,2015-12-01
149,2.8,49,35,247,106,轻度污染,353,38,2015-12-02
32,0.8,22,41,32,13,优,21,16,2015-12-03
65,1.2,46,35,79,35,良,198,31,2015-12-04
83,2.1,52,30,115,57,良,239,51,2015-12-05
74,1.5,49,33,92,54,良,193,63,2015-12-06
85,1.8,48,10,105,63,良,190,44,2015-12-07
205,3.4,62,4,238,155,重度污染,318,57,2015-12-08
271,3.9,69,4,304,221,重度污染,340,60,2015-12-09
202,3.5,52,41,272,152,重度污染,308,41,2015-12-10
61,1.8,46,29,72,39,良,136,45,2015-12-11
104,1.2,72,24,127,78,轻度污染,243,48,2015-12-12
135,1.3,72,13,156,103,轻度污染,292,57,2015-12-13
209,1.5,74,12,201,159,重度污染,321,45,2015-12-14
82,1,37,44,78,60,良,238,18,2015-12-15
28,0.5,22,35,28,12,优,8,14,2015-12-16
64,0.9,45,26,77,41,良,213,37,2015-12-17
109,1.4,64,26,138,82,轻度污染,291,52,2015-12-18
87,1.2,69,16,85,57,良,177,32,2015-12-19
180,1.8,88,11,188,136,中度污染,300,71,2015-12-20
391,3.6,140,5,465,341,严重污染,356,91,2015-12-21
360,3.3,113,4,393,310,严重污染,348,52,2015-12-22
342,3.2,110,11,376,292,严重污染,339,60,2015-12-23
284,2.8,92,12,297,234,重度污染,320,47,2015-12-24
259,3.5,91,17,287,209,重度污染,336,35,2015-12-25
127,1.9,51,36,204,92,轻度污染,258,22,2015-12-26
53,0.8,36,32,55,25,良,92,25,2015-12-27
149,1.7,67,17,172,114,轻度污染,307,61,2015-12-28
247,1.9,75,11,284,197,重度污染,344,51,2015-12-29
176,1.7,70,37,245,133,中度污染,269,33,2015-12-30
180,1.9,92,17,198,136,中度污染,278,54,2015-12-31
226,1.8,79,15,247,176,重度污染,340,62,2016-01-01
384,3.5,137,5,475,334,严重污染,357,63,2016-01-02
124,1.2,53,22,140,94,轻度污染,179,35,2016-01-03
137,1.5,63,30,169,104,轻度污染,224,36,2016-01-04
69,0.9,45,42,88,37,良,182,27,2016-01-05
67,1,51,44,83,45,良,164,30,2016-01-06
54,0.9,36,44,57,26,良,108,19,2016-01-07
57,1.1,45,48,57,30,良,97,22,2016-01-08
238,3,98,21,273,188,重度污染,338,88,2016-01-09
153,2.2,70,40,180,117,中度污染,271,50,2016-01-10
55,1.1,44,49,51,27,良,136,24,2016-01-11
57,1.1,41,48,64,28,良,151,22,2016-01-12
97,2,73,34,123,72,良,236,42,2016-01-13
137,3,101,23,176,104,轻度污染,281,66,2016-01-14
225,3.1,107,11,255,175,重度污染,345,78,2016-01-15
109,1.2,46,24,113,82,轻度污染,218,27,2016-01-16
82,1.8,46,41,84,60,良,185,27,2016-01-17
65,1,29,50,80,23,良,145,14,2016-01-18
73,1.5,58,35,84,39,良,141,34,2016-01-19
88,1.7,70,17,101,61,良,224,71,2016-01-20
74,1.1,50,17,75,54,良,225,25,2016-01-21
49,0.8,24,53,49,25,优,126,16,2016-01-22
61,0.7,14,52,72,11,良,214,9,2016-01-23
60,0.9,28,45,69,21,良,199,15,2016-01-24
75,1.5,56,40,100,47,良,254,31,2016-01-25
72,1.2,52,49,93,39,良,164,24,2016-01-26
107,2,82,30,138,80,轻度污染,258,65,2016-01-27
117,2.5,77,16,140,88,轻度污染,259,52,2016-01-28
55,0.8,36,42,60,22,良,118,20,2016-01-29
69,1.3,55,22,74,40,良,178,28,2016-01-30
59,1.1,39,55,68,39,良,149,20,2016-01-31
70,1.3,52,49,76,51,良,162,25,2016-02-01
68,1.2,54,55,59,32,良,92,22,2016-02-02
150,2.8,89,54,161,115,轻度污染,314,61,2016-02-03
50,1.1,39,54,50,35,优,51,20,2016-02-04
55,0.7,17,58,59,15,良,101,10,2016-02-05
52,1,31,58,54,29,良,57,19,2016-02-06
140,1.6,46,70,180,107,轻度污染,323,56,2016-02-07
189,1.5,40,58,202,142,中度污染,263,73,2016-02-08
76,1.6,44,53,102,54,良,144,42,2016-02-09
84,1.8,57,38,100,62,良,217,44,2016-02-10
98,1.9,38,20,114,73,良,242,15,2016-02-11
166,3,44,31,183,126,中度污染,312,28,2016-02-12
30,1,13,58,30,21,优,15,10,2016-02-13
31,0.8,10,62,24,9,优,30,6,2016-02-14
53,1.1,24,58,55,19,良,243,14,2016-02-15
64,1.3,33,59,77,31,良,284,16,2016-02-16
59,1.1,47,56,63,36,良,142,25,2016-02-17
59,0.9,43,63,68,36,良,82,19,2016-02-18
57,1.2,44,54,63,29,良,71,21,2016-02-19
41,0.7,27,60,41,21,优,23,13,2016-02-20
90,1.3,58,49,103,67,良,198,41,2016-02-21
140,1.7,51,51,166,107,轻度污染,307,38,2016-02-22
40,0.7,26,60,40,21,优,62,12,2016-02-23
68,1.2,54,57,76,47,良,182,27,2016-02-24
67,1.1,53,41,62,29,良,157,26,2016-02-25
69,1.1,55,51,67,33,良,174,22,2016-02-26
67,1.5,53,44,80,46,良,160,34,2016-02-27
61,1,34,58,72,37,良,107,18,2016-02-28
47,1,37,56,44,26,优,49,21,2016-02-29
132,1.8,72,42,141,100,轻度污染,344,65,2016-03-01
221,2,82,57,221,171,重度污染,357,52,2016-03-02
267,2.1,93,49,268,217,重度污染,361,54,2016-03-03
192,1.7,52,56,192,144,中度污染,315,20,2016-03-04
205,1.3,49,65,353,84,重度污染,330,16,2016-03-05
220,2,85,38,364,113,重度污染,344,64,2016-03-06
99,1.8,42,69,148,52,良,213,24,2016-03-07
54,1.1,32,61,58,21,良,141,14,2016-03-08
49,1.1,37,57,49,23,优,199,15,2016-03-09
59,0.9,38,58,68,24,良,240,15,2016-03-10
73,1.3,58,58,94,42,良,224,27,2016-03-11
107,1.5,68,52,139,80,轻度污染,288,53,2016-03-12
89,1.5,50,59,111,66,良,241,25,2016-03-13
115,1.8,63,59,144,87,轻度污染,308,38,2016-03-14
139,1.6,53,74,161,106,轻度污染,316,37,2016-03-15
208,1.8,60,78,192,158,重度污染,344,35,2016-03-16
182,1.7,60,68,164,137,中度污染,321,38,2016-03-17
227,2.3,69,70,229,177,重度污染,345,33,2016-03-18
67,1.1,30,42,71,48,良,96,14,2016-03-19
70,1.4,54,50,89,50,良,120,21,2016-03-20
105,1.8,57,58,131,79,轻度污染,287,30,2016-03-21
112,1.6,52,34,164,84,轻度污染,312,22,2016-03-22
61,1.2,37,47,71,33,良,202,14,2016-03-23
58,1.3,37,46,65,28,良,186,19,2016-03-24
66,1.6,46,48,82,43,良,188,24,2016-03-25
62,1.2,43,59,73,41,良,91,16,2016-03-26
70,1.3,41,62,90,41,良,130,19,2016-03-27
107,1.5,48,61,164,67,轻度污染,316,33,2016-03-28
70,0.7,33,101,90,22,良,98,14,2016-03-29
110,1.7,74,94,169,71,轻度污染,301,39,2016-03-30
142,1.3,50,149,234,99,轻度污染,330,30,2016-03-31
101,1,35,125,152,47,轻度污染,250,17,2016-04-01
55,0.9,31,91,60,18,良,63,14,2016-04-02
80,1.3,47,96,110,30,良,306,25,2016-04-03
92,1.4,48,133,127,68,良,325,26,2016-04-04
133,1.5,58,118,168,101,轻度污染,355,34,2016-04-05
153,1.6,82,138,172,117,中度污染,352,34,2016-04-06
102,1.2,63,97,154,68,轻度污染,313,19,2016-04-07
82,1,35,104,114,30,良,247,14,2016-04-08
162,1.4,46,82,273,79,中度污染,341,26,2016-04-09
95,1.2,32,86,140,35,良,280,19,2016-04-10
68,1,45,77,86,36,良,170,18,2016-04-11
139,1.8,80,69,153,106,轻度污染,338,23,2016-04-12
273,2,88,125,294,223,重度污染,364,29,2016-04-13
71,0.8,40,85,91,37,良,140,14,2016-04-14
137,1.7,76,110,175,104,轻度污染,353,31,2016-04-15
65,0.8,29,75,80,42,良,219,10,2016-04-16
54,0.5,31,100,57,21,良,129,6,2016-04-17
53,0.4,25,86,56,19,良,87,5,2016-04-18
72,1,56,71,94,51,良,203,21,2016-04-19
120,1.9,51,104,139,91,轻度污染,334,29,2016-04-20
114,0.6,36,97,126,86,轻度污染,298,16,2016-04-21
107,0.3,28,83,164,36,轻度污染,279,6,2016-04-22
64,0.6,33,57,77,27,良,179,14,2016-04-23
89,0.5,30,101,127,48,良,269,15,2016-04-24
86,0.5,24,118,121,63,良,250,15,2016-04-25
76,0.5,31,90,102,51,良,238,18,2016-04-26
87,0.7,37,81,103,64,良,289,17,2016-04-27
74,0.5,33,97,90,54,良,158,12,2016-04-28
104,0.6,28,120,132,78,轻度污染,270,13,2016-04-29
100,0.6,20,116,111,75,良,251,15,2016-04-30
105,0.7,28,111,131,79,轻度污染,266,15,2016-05-01
85,0.6,20,88,120,38,良,262,9,2016-05-02
65,0.6,32,104,79,26,良,149,6,2016-05-03
65,0.8,52,113,74,32,良,122,14,2016-05-04
69,1.1,51,95,88,49,良,181,18,2016-05-05
128,0.6,33,97,205,70,轻度污染,315,9,2016-05-06
57,0.6,43,108,64,26,良,139,13,2016-05-07
83,1.1,43,139,87,48,良,311,25,2016-05-08
75,1.1,48,113,95,55,良,270,20,2016-05-09
88,0.9,48,145,78,43,良,256,13,2016-05-10
125,1.1,33,154,135,95,轻度污染,287,16,2016-05-11
61,0.6,35,113,56,30,良,50,7,2016-05-12
67,1,45,117,74,48,良,163,18,2016-05-13
67,1,44,98,59,48,良,211,8,2016-05-14
64,0.8,40,93,56,46,良,265,6,2016-05-15
71,0.9,40,125,75,37,良,161,17,2016-05-16
110,1,40,170,105,54,轻度污染,299,21,2016-05-17
145,1,46,209,110,60,轻度污染,341,26,2016-05-18
154,1,47,219,103,72,中度污染,346,26,2016-05-19
101,1.1,50,161,80,52,轻度污染,281,26,2016-05-20
94,1,56,152,79,59,良,280,27,2016-05-21
82,1.4,65,128,96,52,良,272,30,2016-05-22
88,1.5,70,105,103,60,良,286,28,2016-05-23
68,0.7,33,121,50,30,良,155,10,2016-05-24
63,0.5,28,115,46,19,良,169,7,2016-05-25
70,0.8,49,123,90,43,良,211,13,2016-05-26
95,1.2,51,154,121,54,良,313,29,2016-05-27
108,1.1,34,168,85,56,轻度污染,326,21,2016-05-28
94,1.2,35,130,109,70,良,276,17,2016-05-29
148,1.4,35,212,133,82,轻度污染,342,21,2016-05-30
82,0.8,29,138,105,35,良,226,10,2016-05-31
75,1.3,47,130,66,34,良,253,22,2016-06-01
126,1.2,61,188,81,45,轻度污染,342,25,2016-06-02
121,1.2,54,183,114,63,轻度污染,342,34,2016-06-03
130,1.2,34,192,116,83,轻度污染,351,26,2016-06-04
82,0.9,31,138,62,38,良,226,22,2016-06-05
122,1.2,40,184,108,85,轻度污染,333,15,2016-06-06
88,1.6,43,138,99,65,良,260,12,2016-06-07
140,1.5,42,204,102,84,轻度污染,349,13,2016-06-08
147,1.3,35,211,138,97,轻度污染,353,18,2016-06-09
128,1,26,190,117,71,轻度污染,351,10,2016-06-10
71,0.5,23,125,35,15,良,246,5,2016-06-11
110,0.9,29,171,56,40,轻度污染,336,12,2016-06-12
62,1.3,41,114,54,38,良,139,13,2016-06-13
84,1.6,30,72,61,62,良,274,6,2016-06-14
87,0.8,28,144,36,26,良,322,6,2016-06-15
120,1,46,182,82,49,轻度污染,317,13,2016-06-16
150,1,35,214,117,54,轻度污染,349,19,2016-06-17
78,1.2,49,133,57,32,良,209,5,2016-06-18
185,1.4,56,250,109,83,中度污染,365,13,2016-06-19
109,0.8,29,169,75,60,轻度污染,322,6,2016-06-20
116,0.8,28,177,88,76,轻度污染,348,7,2016-06-21
96,0.7,31,155,53,37,良,311,7,2016-06-22
88,0.9,45,103,86,65,良,317,6,2016-06-23
51,0.4,24,101,28,16,良,174,5,2016-06-24
55,0.4,27,105,40,18,良,171,8,2016-06-25
78,0.7,30,133,64,32,良,242,16,2016-06-26
60,0.7,25,112,66,40,良,158,11,2016-06-27
55,0.7,25,90,49,39,良,149,5,2016-06-28
119,0.9,27,128,94,90,轻度污染,342,5,2016-06-29
93,0.8,30,94,65,69,良,318,4,2016-06-30
65,0.8,16,116,50,47,良,243,7,2016-07-01
87,0.7,21,144,49,35,良,273,8,2016-07-02
82,0.8,26,138,71,53,良,269,10,2016-07-03
80,0.8,27,114,70,59,良,259,8,2016-07-04
119,1,31,180,67,57,轻度污染,344,10,2016-07-05
136,1.1,40,199,87,57,轻度污染,345,14,2016-07-06
124,1.1,37,186,82,63,轻度污染,342,9,2016-07-07
62,0.9,31,108,62,44,良,218,6,2016-07-08
97,0.9,35,156,84,60,良,338,6,2016-07-09
103,1,23,143,92,77,轻度污染,338,7,2016-07-10
117,1,29,152,115,88,轻度污染,346,8,2016-07-11
94,0.9,40,77,108,70,良,330,7,2016-07-12
112,1.1,30,173,56,36,轻度污染,352,11,2016-07-13
85,1,48,142,84,50,良,312,19,2016-07-14
53,0.7,29,82,49,37,良,187,7,2016-07-15
119,0.9,31,180,67,45,轻度污染,355,12,2016-07-16
97,0.9,29,156,53,44,良,289,9,2016-07-17
65,0.8,35,117,66,40,良,214,9,2016-07-18
85,0.8,20,90,63,63,良,299,5,2016-07-19
32,0.6,11,61,32,19,优,49,2,2016-07-20
58,0.7,26,76,49,41,良,218,5,2016-07-21
84,0.8,35,131,85,62,良,297,5,2016-07-22
92,0.8,39,92,75,68,良,292,6,2016-07-23
74,0.7,40,102,75,54,良,234,6,2016-07-24
85,0.9,36,62,70,63,良,277,5,2016-07-25
71,0.8,17,125,41,24,良,196,5,2016-07-26
75,0.8,18,130,68,45,良,213,5,2016-07-27
119,0.8,22,180,92,58,轻度污染,325,6,2016-07-28
100,0.9,22,131,105,75,良,276,5,2016-07-29
89,0.8,19,82,72,66,良,258,4,2016-07-30
63,0.8,17,115,49,34,良,181,4,2016-07-31
63,1.2,21,102,61,45,良,203,8,2016-08-01
64,1,24,116,56,40,良,229,7,2016-08-02
121,1.6,32,183,78,52,轻度污染,355,11,2016-08-03
53,0.8,24,103,48,31,良,181,8,2016-08-04
55,0.6,29,106,50,29,良,197,7,2016-08-05
79,0.8,31,133,85,58,良,289,8,2016-08-06
48,0.9,18,92,42,33,优,166,6,2016-08-07
53,0.8,25,103,39,22,良,174,10,2016-08-08
72,0.9,40,100,80,52,良,279,7,2016-08-09
110,0.8,30,118,100,83,轻度污染,357,6,2016-08-10
70,0.7,27,120,80,51,良,253,6,2016-08-11
62,0.8,30,100,61,44,良,216,4,2016-08-12
58,0.7,46,81,59,36,良,204,5,2016-08-13
69,1.2,53,121,87,44,良,258,10,2016-08-14
53,0.8,41,70,49,37,良,173,6,2016-08-15
101,0.7,46,161,59,34,轻度污染,330,8,2016-08-16
65,0.9,52,118,78,43,良,184,15,2016-08-17
115,1.4,46,67,101,87,轻度污染,349,9,2016-08-18
38,1.4,30,64,33,25,优,62,7,2016-08-19
91,1.2,40,149,56,34,良,324,12,2016-08-20
135,1.1,47,198,87,57,轻度污染,362,13,2016-08-21
98,1.1,46,157,76,39,良,315,21,2016-08-22
85,0.9,36,141,80,44,良,253,17,2016-08-23
87,0.8,26,68,80,64,良,234,6,2016-08-24
41,0.4,13,30,41,25,优,71,7,2016-08-25
44,0.4,16,42,44,18,优,89,9,2016-08-26
52,0.4,18,44,53,22,良,117,5,2016-08-27
47,0.5,18,48,47,17,优,63,6,2016-08-28
57,0.6,21,84,64,28,良,102,10,2016-08-29
77,0.6,23,132,78,37,良,192,10,2016-08-30
58,0.5,22,92,66,33,良,120,6,2016-08-31
40,0.3,19,62,40,10,优,82,6,2016-09-01
